color,pu_borough,do_borough,month_num,day_of_week,hour_of_day,avg_total_amount
green,Bronx,Bronx,4,Saturday,8,11.14
green,Bronx,Bronx,4,Saturday,9,11.07
green,Bronx,Bronx,4,Saturday,10,10.99
green,Bronx,Bronx,4,Saturday,11,11.14
green,Bronx,Bronx,4,Saturday,12,11.63
green,Bronx,Bronx,4,Saturday,13,11.57
green,Bronx,Bronx,4,Saturday,14,11.7
green,Bronx,Bronx,4,Saturday,15,11.52
green,Bronx,Bronx,4,Saturday,16,12.17
green,Bronx,Bronx,4,Saturday,17,11.66
green,Bronx,Bronx,4,Saturday,18,11.51
green,Bronx,Bronx,4,Saturday,19,11.25
green,Bronx,Bronx,4,Saturday,20,11.65
green,Bronx,Bronx,4,Saturday,21,11.59
green,Bronx,Bronx,4,Saturday,22,11.45
green,Bronx,Bronx,4,Saturday,23,11.57
green,Bronx,Bronx,4,Sunday,0,11.19
green,Bronx,Bronx,4,Sunday,1,11
green,Bronx,Bronx,4,Sunday,2,11.51
green,Bronx,Bronx,4,Sunday,3,11.48
green,Bronx,Bronx,4,Sunday,4,11.6
green,Bronx,Bronx,4,Sunday,5,10.91
green,Bronx,Bronx,4,Sunday,6,10.58
green,Bronx,Bronx,4,Sunday,7,10.61
green,Bronx,Bronx,4,Sunday,8,11.44
green,Bronx,Bronx,4,Sunday,9,11.28
green,Bronx,Bronx,4,Sunday,10,11.03
green,Bronx,Bronx,4,Sunday,11,11.16
green,Bronx,Bronx,4,Sunday,12,11.29
green,Bronx,Bronx,4,Sunday,13,11.49
green,Bronx,Bronx,4,Sunday,14,11.61
green,Bronx,Bronx,4,Sunday,15,11.57
green,Bronx,Bronx,4,Sunday,16,11.48
green,Bronx,Bronx,4,Sunday,17,11.52
green,Bronx,Bronx,4,Sunday,18,11.78
green,Bronx,Bronx,4,Sunday,19,11.33
green,Bronx,Bronx,4,Sunday,20,11.41
green,Bronx,Bronx,4,Sunday,21,11.54
green,Bronx,Bronx,4,Sunday,22,11.5
green,Bronx,Bronx,4,Sunday,23,11.03
green,Bronx,Bronx,4,Thursday,0,10.47
green,Bronx,Bronx,4,Thursday,1,9.89
green,Bronx,Bronx,4,Thursday,2,10.09
green,Bronx,Bronx,4,Thursday,3,10
green,Bronx,Bronx,4,Thursday,4,11.31
green,Bronx,Bronx,4,Thursday,5,10.66
green,Bronx,Bronx,4,Thursday,6,10.95
green,Bronx,Bronx,4,Thursday,7,11.27
green,Bronx,Bronx,4,Thursday,8,10.93
green,Bronx,Bronx,4,Thursday,9,11.38
green,Bronx,Bronx,4,Thursday,10,11.39
green,Bronx,Bronx,4,Thursday,11,11.43
green,Bronx,Bronx,4,Thursday,12,11.64
green,Bronx,Bronx,4,Thursday,13,11.87
green,Bronx,Bronx,4,Thursday,14,11.84
green,Bronx,Bronx,4,Thursday,15,12.43
green,Bronx,Bronx,4,Thursday,16,12.83
green,Bronx,Bronx,4,Thursday,17,12.56
green,Bronx,Bronx,4,Thursday,18,11.76
green,Bronx,Bronx,4,Thursday,19,11.44
green,Bronx,Bronx,4,Thursday,20,11.13
green,Bronx,Bronx,4,Thursday,21,11.15
green,Bronx,Bronx,4,Thursday,22,11.07
green,Bronx,Bronx,4,Thursday,23,10.53
green,Bronx,Bronx,4,Tuesday,0,10.82
green,Bronx,Bronx,4,Tuesday,1,10.29
green,Bronx,Bronx,4,Tuesday,2,9.92
green,Bronx,Bronx,4,Tuesday,3,10
green,Bronx,Bronx,4,Tuesday,4,11.04
green,Bronx,Bronx,4,Tuesday,5,11.34
green,Bronx,Bronx,4,Tuesday,6,11.6
green,Bronx,Bronx,4,Tuesday,7,11.19
green,Bronx,Bronx,4,Tuesday,8,10.9
green,Bronx,Bronx,4,Tuesday,9,11.13
green,Bronx,Bronx,4,Tuesday,10,11.51
green,Bronx,Bronx,4,Tuesday,11,11.57
green,Bronx,Bronx,4,Tuesday,12,11.6
green,Bronx,Bronx,4,Tuesday,13,11.78
green,Bronx,Bronx,4,Tuesday,14,11.67
green,Bronx,Bronx,4,Tuesday,15,12.12
green,Bronx,Bronx,4,Tuesday,16,12.8
green,Bronx,Bronx,4,Tuesday,17,12.48
green,Bronx,Bronx,4,Tuesday,18,11.83
green,Bronx,Bronx,4,Tuesday,19,11.8
green,Bronx,Bronx,4,Tuesday,20,11.1
green,Bronx,Bronx,4,Tuesday,21,11.12
green,Bronx,Bronx,4,Tuesday,22,10.96
green,Bronx,Bronx,4,Tuesday,23,10.7
green,Bronx,Bronx,4,Wednesday,0,10.26
green,Bronx,Bronx,4,Wednesday,1,10.16
green,Bronx,Bronx,4,Wednesday,2,9.97
green,Bronx,Bronx,4,Wednesday,3,10.8
green,Bronx,Bronx,4,Wednesday,4,10.95
green,Bronx,Bronx,4,Wednesday,5,10.49
green,Bronx,Bronx,4,Wednesday,6,10.9
green,Bronx,Bronx,4,Wednesday,7,11.08
green,Bronx,Bronx,4,Wednesday,8,10.82
green,Bronx,Bronx,4,Wednesday,9,11.25
green,Bronx,Bronx,4,Wednesday,10,11.2
green,Bronx,Bronx,4,Wednesday,11,11.69
green,Bronx,Bronx,4,Wednesday,12,11.56
green,Bronx,Bronx,4,Wednesday,13,11.35
green,Bronx,Bronx,4,Wednesday,14,11.75
green,Bronx,Bronx,4,Wednesday,15,11.96
green,Bronx,Bronx,4,Wednesday,16,12.56
green,Bronx,Bronx,4,Wednesday,17,12.58
green,Bronx,Bronx,4,Wednesday,18,11.87
green,Bronx,Bronx,4,Wednesday,19,11.38
green,Bronx,Bronx,4,Wednesday,20,10.89
green,Bronx,Bronx,4,Wednesday,21,10.97
green,Bronx,Bronx,4,Wednesday,22,10.98
green,Bronx,Bronx,4,Wednesday,23,10.61
green,Bronx,Bronx,5,Friday,0,10.55
green,Bronx,Bronx,5,Friday,1,10.57
green,Bronx,Bronx,5,Friday,2,9.87
green,Bronx,Bronx,5,Friday,3,9.97
green,Bronx,Bronx,5,Friday,4,11.13
green,Bronx,Bronx,5,Friday,5,10.4
green,Bronx,Bronx,5,Friday,6,10.9
green,Bronx,Bronx,5,Friday,7,11.03
green,Bronx,Bronx,5,Friday,8,11.32
green,Bronx,Bronx,5,Friday,9,11.41
green,Bronx,Bronx,5,Friday,10,11.41
green,Bronx,Bronx,5,Friday,11,11.74
green,Bronx,Bronx,5,Friday,12,11.73
green,Bronx,Bronx,5,Friday,13,11.44
green,Bronx,Bronx,5,Friday,14,11.85
green,Bronx,Bronx,5,Friday,15,12.36
green,Bronx,Bronx,5,Friday,16,13.16
green,Bronx,Bronx,5,Friday,17,13.03
green,Bronx,Bronx,5,Friday,18,12.27
green,Bronx,Bronx,5,Friday,19,11.92
green,Bronx,Bronx,5,Friday,20,11.24
green,Bronx,Bronx,5,Friday,21,11.28
green,Bronx,Bronx,5,Friday,22,11.48
green,Bronx,Bronx,5,Friday,23,11.03
green,Bronx,Bronx,5,Monday,0,10.62
green,Bronx,Bronx,5,Monday,1,9.94
green,Bronx,Bronx,5,Monday,2,10.62
green,Bronx,Bronx,5,Monday,3,10.82
green,Bronx,Bronx,5,Monday,4,10.97
green,Bronx,Bronx,5,Monday,5,10.27
green,Bronx,Bronx,5,Monday,6,10.82
green,Bronx,Bronx,5,Monday,7,11.02
green,Bronx,Bronx,5,Monday,8,10.83
green,Bronx,Bronx,5,Monday,9,11.07
green,Bronx,Bronx,5,Monday,10,11.54
green,Bronx,Bronx,5,Monday,11,11.43
green,Bronx,Bronx,5,Monday,12,11.74
green,Bronx,Bronx,5,Monday,13,11.77
green,Bronx,Bronx,5,Monday,14,11.71
green,Bronx,Bronx,5,Monday,15,12.32
green,Bronx,Bronx,5,Monday,16,12.86
green,Bronx,Bronx,5,Monday,17,12.44
green,Bronx,Bronx,5,Monday,18,11.85
green,Bronx,Bronx,5,Monday,19,11.76
green,Bronx,Bronx,5,Monday,20,10.92
green,Bronx,Bronx,5,Monday,21,10.89
green,Bronx,Bronx,5,Monday,22,11.14
green,Bronx,Bronx,5,Monday,23,10.6
green,Bronx,Bronx,5,Saturday,0,10.95
green,Bronx,Bronx,5,Saturday,1,10.87
green,Bronx,Bronx,5,Saturday,2,10.71
green,Bronx,Bronx,5,Saturday,3,11.07
green,Bronx,Bronx,5,Saturday,4,11.55
green,Bronx,Bronx,5,Saturday,5,10.33
green,Bronx,Bronx,5,Saturday,6,10.49
green,Bronx,Bronx,5,Saturday,7,10.38
green,Bronx,Bronx,5,Saturday,8,11
green,Bronx,Bronx,5,Saturday,9,10.94
green,Bronx,Bronx,5,Saturday,10,10.67
green,Bronx,Bronx,5,Saturday,11,10.92
green,Bronx,Bronx,5,Saturday,12,11.82
green,Bronx,Bronx,5,Saturday,13,11.35
green,Bronx,Bronx,5,Saturday,14,11.53
green,Bronx,Bronx,5,Saturday,15,11.64
green,Bronx,Bronx,5,Saturday,16,11.93
green,Bronx,Bronx,5,Saturday,17,11.6
green,Bronx,Bronx,5,Saturday,18,11.41
green,Bronx,Bronx,5,Saturday,19,11.06
green,Bronx,Bronx,5,Saturday,20,11.88
green,Bronx,Bronx,5,Saturday,21,11.85
green,Bronx,Bronx,5,Saturday,22,11.58
green,Bronx,Bronx,5,Saturday,23,11.27
green,Bronx,Bronx,5,Sunday,0,11.31
green,Bronx,Bronx,5,Sunday,1,11.35
green,Bronx,Bronx,5,Sunday,2,11.32
green,Bronx,Bronx,5,Sunday,3,11.44
green,Bronx,Bronx,5,Sunday,4,11.38
green,Bronx,Bronx,5,Sunday,5,11
green,Bronx,Bronx,5,Sunday,6,10.3
green,Bronx,Bronx,5,Sunday,7,10.94
green,Bronx,Bronx,5,Sunday,8,11.41
green,Bronx,Bronx,5,Sunday,9,11.4
green,Bronx,Bronx,5,Sunday,10,10.91
green,Bronx,Bronx,5,Sunday,11,11.04
green,Bronx,Bronx,5,Sunday,12,11.15
green,Bronx,Bronx,5,Sunday,13,11.69
green,Bronx,Bronx,5,Sunday,14,11.69
green,Bronx,Bronx,5,Sunday,15,11.74
green,Bronx,Bronx,5,Sunday,16,11.63
green,Bronx,Bronx,5,Sunday,17,11.59
green,Bronx,Bronx,5,Sunday,18,11.49
green,Bronx,Bronx,5,Sunday,19,11.18
green,Bronx,Bronx,5,Sunday,20,11.54
green,Bronx,Bronx,5,Sunday,21,11.53
green,Bronx,Bronx,5,Sunday,22,11.23
green,Bronx,Bronx,5,Sunday,23,11.12
green,Bronx,Bronx,5,Thursday,0,10.3
green,Bronx,Bronx,5,Thursday,1,9.87
green,Bronx,Bronx,5,Thursday,2,9.91
green,Bronx,Bronx,5,Thursday,3,9.59
green,Bronx,Bronx,5,Thursday,4,11.88
green,Bronx,Bronx,5,Thursday,5,12.01
green,Bronx,Bronx,5,Thursday,6,11.27
green,Bronx,Bronx,5,Thursday,7,11.51
green,Bronx,Bronx,5,Thursday,8,11.28
green,Bronx,Bronx,5,Thursday,9,11.46
green,Bronx,Bronx,5,Thursday,10,11.63
green,Bronx,Bronx,5,Thursday,11,11.87
green,Bronx,Bronx,5,Thursday,12,12.35
green,Bronx,Bronx,5,Thursday,13,12.05
green,Bronx,Bronx,5,Thursday,14,12.1
green,Bronx,Bronx,5,Thursday,15,12.52
green,Bronx,Bronx,5,Thursday,16,13.29
green,Bronx,Bronx,5,Thursday,17,13.13
green,Bronx,Bronx,5,Thursday,18,12.09
green,Bronx,Bronx,5,Thursday,19,11.9
green,Bronx,Bronx,5,Thursday,20,10.93
green,Bronx,Bronx,5,Thursday,21,11.12
green,Bronx,Bronx,5,Thursday,22,10.89
green,Bronx,Bronx,5,Thursday,23,10.89
green,Bronx,Bronx,5,Tuesday,0,10.54
green,Bronx,Bronx,5,Tuesday,1,10.1
green,Bronx,Bronx,5,Tuesday,2,9.81
green,Bronx,Bronx,5,Tuesday,3,9.83
green,Bronx,Bronx,5,Tuesday,4,11.25
green,Bronx,Bronx,5,Tuesday,5,11.22
green,Bronx,Bronx,5,Tuesday,6,11.7
green,Bronx,Bronx,5,Tuesday,7,11.36
green,Bronx,Bronx,5,Tuesday,8,11.43
green,Bronx,Bronx,5,Tuesday,9,11.52
green,Bronx,Bronx,5,Tuesday,10,11.9
green,Bronx,Bronx,5,Tuesday,11,12.2
green,Bronx,Bronx,5,Tuesday,12,12.11
green,Bronx,Bronx,5,Tuesday,13,11.85
green,Bronx,Bronx,5,Tuesday,14,11.89
green,Bronx,Bronx,5,Tuesday,15,12.69
green,Bronx,Bronx,5,Tuesday,16,13.3
green,Bronx,Bronx,5,Tuesday,17,13.36
green,Bronx,Bronx,5,Tuesday,18,12.25
green,Bronx,Bronx,5,Tuesday,19,11.78
green,Bronx,Bronx,5,Tuesday,20,11.04
green,Bronx,Bronx,5,Tuesday,21,11.09
green,Bronx,Bronx,5,Tuesday,22,11.04
green,Bronx,Bronx,5,Tuesday,23,11.09
green,Bronx,Bronx,5,Wednesday,0,10.29
green,Bronx,Bronx,5,Wednesday,1,10.43
green,Bronx,Bronx,5,Wednesday,2,10.42
green,Bronx,Bronx,5,Wednesday,3,10.87
green,Bronx,Bronx,5,Wednesday,4,11.4
green,Bronx,Bronx,5,Wednesday,5,10.98
green,Bronx,Bronx,5,Wednesday,6,11.14
green,Bronx,Bronx,5,Wednesday,7,11.45
green,Bronx,Bronx,5,Wednesday,8,11.43
green,Bronx,Bronx,5,Wednesday,9,11.52
green,Bronx,Bronx,5,Wednesday,10,11.69
green,Bronx,Bronx,5,Wednesday,11,12
green,Bronx,Bronx,5,Wednesday,12,12.1
green,Bronx,Bronx,5,Wednesday,13,12.36
green,Bronx,Bronx,5,Wednesday,14,12.37
green,Bronx,Bronx,5,Wednesday,15,12.75
green,Bronx,Bronx,5,Wednesday,16,13.41
green,Bronx,Bronx,5,Wednesday,17,13.11
green,Bronx,Bronx,5,Wednesday,18,12.21
green,Bronx,Bronx,5,Wednesday,19,11.66
green,Bronx,Bronx,5,Wednesday,20,10.96
green,Bronx,Bronx,5,Wednesday,21,11.27
green,Bronx,Bronx,5,Wednesday,22,11.1
green,Bronx,Bronx,5,Wednesday,23,10.63
green,Bronx,Bronx,6,Friday,0,10.9
green,Bronx,Bronx,6,Friday,1,10.6
green,Bronx,Bronx,6,Friday,2,10.36
green,Bronx,Bronx,6,Friday,3,9.97
green,Bronx,Bronx,6,Friday,4,10.36
green,Bronx,Bronx,6,Friday,5,10.72
green,Bronx,Bronx,6,Friday,6,10.81
green,Bronx,Bronx,6,Friday,7,11.35
green,Bronx,Bronx,6,Friday,8,11.19
green,Bronx,Bronx,6,Friday,9,11.75
green,Bronx,Bronx,6,Friday,10,11.92
green,Bronx,Bronx,6,Friday,11,12.04
green,Bronx,Bronx,6,Friday,12,12
green,Bronx,Bronx,6,Friday,13,12.1
green,Bronx,Bronx,6,Friday,14,12.39
green,Bronx,Bronx,6,Friday,15,12.69
green,Bronx,Bronx,6,Friday,16,13.28
green,Bronx,Bronx,6,Friday,17,13.35
green,Bronx,Bronx,6,Friday,18,12.45
green,Bronx,Bronx,6,Friday,19,12.23
green,Bronx,Bronx,6,Friday,20,11.28
green,Bronx,Bronx,6,Friday,21,11.52
green,Bronx,Bronx,6,Friday,22,11.85
green,Bronx,Bronx,6,Friday,23,11.36
green,Bronx,Bronx,6,Monday,0,10.38
green,Bronx,Bronx,6,Monday,1,10.41
green,Bronx,Bronx,6,Monday,2,10.23
green,Bronx,Bronx,6,Monday,3,10.29
green,Bronx,Bronx,6,Monday,4,10.28
green,Bronx,Bronx,6,Monday,5,10.8
green,Bronx,Bronx,6,Monday,6,11.12
green,Bronx,Bronx,6,Monday,7,11.04
green,Bronx,Bronx,6,Monday,8,11.12
green,Bronx,Bronx,6,Monday,9,11.47
green,Bronx,Bronx,6,Monday,10,11.48
green,Bronx,Bronx,6,Monday,11,11.81
green,Bronx,Bronx,6,Monday,12,11.93
green,Bronx,Bronx,6,Monday,13,11.72
green,Bronx,Bronx,6,Monday,14,11.79
green,Bronx,Bronx,6,Monday,15,12.2
green,Bronx,Bronx,6,Monday,16,12.99
green,Bronx,Bronx,6,Monday,17,12.66
green,Bronx,Bronx,6,Monday,18,12.03
green,Bronx,Bronx,6,Monday,19,11.68
green,Bronx,Bronx,6,Monday,20,11
green,Bronx,Bronx,6,Monday,21,11.32
green,Bronx,Bronx,6,Monday,22,11.01
green,Bronx,Bronx,6,Monday,23,10.41
green,Bronx,Bronx,6,Saturday,0,11.03
green,Bronx,Bronx,6,Saturday,1,10.7
green,Bronx,Bronx,6,Saturday,2,10.95
green,Bronx,Bronx,6,Saturday,3,10.23
green,Bronx,Bronx,6,Saturday,4,11.8
green,Bronx,Bronx,6,Saturday,5,10.54
green,Bronx,Bronx,6,Saturday,6,10.67
green,Bronx,Bronx,6,Saturday,7,10.58
green,Bronx,Bronx,6,Saturday,8,11.02
green,Bronx,Bronx,6,Saturday,9,11.29
green,Bronx,Bronx,6,Saturday,10,11.25
green,Bronx,Bronx,6,Saturday,11,11.48
green,Bronx,Bronx,6,Saturday,12,12.08
green,Bronx,Bronx,6,Saturday,13,11.72
green,Bronx,Bronx,6,Saturday,14,11.74
green,Bronx,Bronx,6,Saturday,15,11.9
green,Bronx,Bronx,6,Saturday,16,11.81
green,Bronx,Bronx,6,Saturday,17,11.96
green,Bronx,Bronx,6,Saturday,18,11.68
green,Bronx,Bronx,6,Saturday,19,11.58
green,Bronx,Bronx,6,Saturday,20,11.85
green,Bronx,Bronx,6,Saturday,21,11.83
green,Bronx,Bronx,6,Saturday,22,12.16
green,Bronx,Bronx,6,Saturday,23,11.62
green,Bronx,Bronx,6,Sunday,0,11.39
green,Bronx,Bronx,6,Sunday,1,10.78
green,Bronx,Bronx,6,Sunday,2,11.06
green,Bronx,Bronx,6,Sunday,3,11.14
green,Bronx,Bronx,6,Sunday,4,11.64
green,Bronx,Bronx,6,Sunday,5,11
green,Bronx,Bronx,6,Sunday,6,10.51
green,Bronx,Bronx,6,Sunday,7,10.57
green,Bronx,Bronx,6,Sunday,8,12.41
green,Bronx,Bronx,6,Sunday,9,11.21
green,Bronx,Bronx,6,Sunday,10,11.23
green,Bronx,Bronx,6,Sunday,11,11.59
green,Bronx,Bronx,6,Sunday,12,11.67
green,Bronx,Bronx,6,Sunday,13,11.9
green,Bronx,Bronx,6,Sunday,14,11.61
green,Bronx,Bronx,6,Sunday,15,11.95
green,Bronx,Bronx,6,Sunday,16,11.94
green,Bronx,Bronx,6,Sunday,17,11.56
green,Bronx,Bronx,6,Sunday,18,11.64
green,Bronx,Bronx,6,Sunday,19,11.29
green,Bronx,Bronx,6,Sunday,20,11.65
green,Bronx,Bronx,6,Sunday,21,11.29
green,Bronx,Bronx,6,Sunday,22,11.05
green,Bronx,Bronx,6,Sunday,23,10.81
green,Bronx,Bronx,6,Thursday,0,10.18
green,Bronx,Bronx,6,Thursday,1,10.06
green,Bronx,Bronx,6,Thursday,2,9.38
green,Bronx,Bronx,6,Thursday,3,10.04
green,Bronx,Bronx,6,Thursday,4,11.1
green,Bronx,Bronx,6,Thursday,5,10.3
green,Bronx,Bronx,6,Thursday,6,10.98
green,Bronx,Bronx,6,Thursday,7,10.97
green,Bronx,Bronx,6,Thursday,8,11.11
green,Bronx,Bronx,6,Thursday,9,11.18
green,Bronx,Bronx,6,Thursday,10,11.84
green,Bronx,Bronx,6,Thursday,11,12.15
green,Bronx,Bronx,6,Thursday,12,12.41
green,Bronx,Bronx,6,Thursday,13,12.03
green,Bronx,Bronx,6,Thursday,14,11.95
green,Bronx,Bronx,6,Thursday,15,12.54
green,Bronx,Bronx,6,Thursday,16,13.38
green,Bronx,Bronx,6,Thursday,17,13
green,Bronx,Bronx,6,Thursday,18,12.4
green,Bronx,Bronx,6,Thursday,19,11.74
green,Bronx,Bronx,6,Thursday,20,11.29
green,Bronx,Bronx,6,Thursday,21,11.24
green,Bronx,Bronx,6,Thursday,22,11.35
green,Bronx,Bronx,6,Thursday,23,11.27
green,Bronx,Bronx,6,Tuesday,0,10.77
green,Bronx,Bronx,6,Tuesday,1,10.29
green,Bronx,Bronx,6,Tuesday,2,9.92
green,Bronx,Bronx,6,Tuesday,3,9.94
green,Bronx,Bronx,6,Tuesday,4,11.09
green,Bronx,Bronx,6,Tuesday,5,11.17
green,Bronx,Bronx,6,Tuesday,6,11.17
green,Bronx,Bronx,6,Tuesday,7,11.18
green,Bronx,Bronx,6,Tuesday,8,11.19
green,Bronx,Bronx,6,Tuesday,9,11.61
green,Bronx,Bronx,6,Tuesday,10,11.89
green,Bronx,Bronx,6,Tuesday,11,12.14
green,Bronx,Bronx,6,Tuesday,12,12.08
green,Bronx,Bronx,6,Tuesday,13,11.9
green,Bronx,Bronx,6,Tuesday,14,11.81
green,Bronx,Bronx,6,Tuesday,15,12.4
green,Bronx,Bronx,6,Tuesday,16,13.06
green,Bronx,Bronx,6,Tuesday,17,13.04
green,Bronx,Bronx,6,Tuesday,18,11.92
green,Bronx,Bronx,6,Tuesday,19,11.79
green,Bronx,Bronx,6,Tuesday,20,10.74
green,Bronx,Bronx,6,Tuesday,21,11.21
green,Bronx,Bronx,6,Tuesday,22,11.24
green,Bronx,Bronx,6,Tuesday,23,10.74
green,Bronx,Bronx,6,Wednesday,0,11.1
green,Bronx,Bronx,6,Wednesday,1,10.67
green,Bronx,Bronx,6,Wednesday,2,10.98
green,Bronx,Bronx,6,Wednesday,3,10.65
green,Bronx,Bronx,6,Wednesday,4,11.16
green,Bronx,Bronx,6,Wednesday,5,10.01
green,Bronx,Bronx,6,Wednesday,6,11.28
green,Bronx,Bronx,6,Wednesday,7,11.05
green,Bronx,Bronx,6,Wednesday,8,11.22
green,Bronx,Bronx,6,Wednesday,9,11.42
green,Bronx,Bronx,6,Wednesday,10,12.04
green,Bronx,Bronx,6,Wednesday,11,11.97
green,Bronx,Bronx,6,Wednesday,12,12.08
green,Bronx,Bronx,6,Wednesday,13,11.91
green,Bronx,Bronx,6,Wednesday,14,12.03
green,Bronx,Bronx,6,Wednesday,15,12.78
green,Bronx,Bronx,6,Wednesday,16,13.3
green,Bronx,Bronx,6,Wednesday,17,13.48
green,Bronx,Bronx,6,Wednesday,18,12.2
green,Bronx,Bronx,6,Wednesday,19,11.99
green,Bronx,Bronx,6,Wednesday,20,11.53
green,Bronx,Bronx,6,Wednesday,21,11.34
green,Bronx,Bronx,6,Wednesday,22,11.47
green,Bronx,Bronx,6,Wednesday,23,10.85
green,Bronx,Bronx,7,Friday,0,10.8
green,Bronx,Bronx,7,Friday,1,10.24
green,Bronx,Bronx,7,Friday,2,10.35
green,Bronx,Bronx,7,Friday,3,10.33
green,Bronx,Bronx,7,Friday,4,11.36
green,Bronx,Bronx,7,Friday,5,9.4
green,Bronx,Bronx,7,Friday,6,10.77
green,Bronx,Bronx,7,Friday,7,11.43
green,Bronx,Bronx,7,Friday,8,11.06
green,Bronx,Bronx,7,Friday,9,11.51
green,Bronx,Bronx,7,Friday,10,11.84
green,Bronx,Bronx,7,Friday,11,12.29
green,Bronx,Bronx,7,Friday,12,12.11
green,Bronx,Bronx,7,Friday,13,11.62
green,Bronx,Bronx,7,Friday,14,12.14
green,Bronx,Bronx,7,Friday,15,12.21
green,Bronx,Bronx,7,Friday,16,12.87
green,Bronx,Bronx,7,Friday,17,12.85
green,Bronx,Bronx,7,Friday,18,12.51
green,Bronx,Bronx,7,Friday,19,12.35
green,Bronx,Bronx,7,Friday,20,11.86
green,Bronx,Bronx,7,Friday,21,11.77
green,Bronx,Bronx,7,Friday,22,11.93
green,Bronx,Bronx,7,Friday,23,11.58
green,Bronx,Bronx,7,Monday,0,10.69
green,Bronx,Bronx,7,Monday,1,11.02
green,Bronx,Bronx,7,Monday,2,10.49
green,Bronx,Bronx,7,Monday,3,11.02
green,Bronx,Bronx,7,Monday,4,11.62
green,Bronx,Bronx,7,Monday,5,11.75
green,Bronx,Bronx,7,Monday,6,11.13
green,Bronx,Bronx,7,Monday,7,11.48
green,Bronx,Bronx,7,Monday,8,11.2
green,Bronx,Bronx,7,Monday,9,11.86
green,Bronx,Bronx,7,Monday,10,11.93
green,Bronx,Bronx,7,Monday,11,15.66
green,Bronx,Bronx,7,Monday,12,12.36
green,Bronx,Bronx,7,Monday,13,12.13
green,Bronx,Bronx,7,Monday,14,12.18
green,Bronx,Bronx,7,Monday,15,12.19
green,Bronx,Bronx,7,Monday,16,12.96
green,Bronx,Bronx,7,Monday,17,12.83
green,Bronx,Bronx,7,Monday,18,12.15
green,Bronx,Bronx,7,Monday,19,12
green,Bronx,Bronx,7,Monday,20,11.26
green,Bronx,Bronx,7,Monday,21,10.82
green,Bronx,Bronx,7,Monday,22,11.75
green,Bronx,Bronx,7,Monday,23,11.13
green,Bronx,Bronx,7,Saturday,0,11.48
green,Bronx,Bronx,7,Saturday,1,10.99
green,Bronx,Bronx,7,Saturday,2,11.03
green,Bronx,Bronx,7,Saturday,3,11.25
green,Bronx,Bronx,7,Saturday,4,11.9
green,Bronx,Bronx,7,Saturday,5,11.43
green,Bronx,Bronx,7,Saturday,6,11.12
green,Bronx,Bronx,7,Saturday,7,10.36
green,Bronx,Bronx,7,Saturday,8,11.59
green,Bronx,Bronx,7,Saturday,9,10.9
green,Bronx,Bronx,7,Saturday,10,11.39
green,Bronx,Bronx,7,Saturday,11,11.65
green,Bronx,Bronx,7,Saturday,12,12.06
green,Bronx,Bronx,7,Saturday,13,11.76
green,Bronx,Bronx,7,Saturday,14,11.69
green,Bronx,Bronx,7,Saturday,15,11.91
green,Bronx,Bronx,7,Saturday,16,11.84
green,Bronx,Bronx,7,Saturday,17,11.79
green,Bronx,Bronx,7,Saturday,18,11.72
green,Bronx,Bronx,7,Saturday,19,11.52
green,Bronx,Bronx,7,Saturday,20,11.83
green,Bronx,Bronx,7,Saturday,21,11.8
green,Bronx,Bronx,7,Saturday,22,11.76
green,Bronx,Bronx,7,Saturday,23,11.92
green,Bronx,Bronx,7,Sunday,0,11.89
green,Bronx,Bronx,7,Sunday,1,11.78
green,Bronx,Bronx,7,Sunday,2,11.7
green,Bronx,Bronx,7,Sunday,3,11.71
green,Bronx,Bronx,7,Sunday,4,11.61
green,Bronx,Bronx,7,Sunday,5,10.72
green,Bronx,Bronx,7,Sunday,6,10.45
green,Bronx,Bronx,7,Sunday,7,11.08
green,Bronx,Bronx,7,Sunday,8,11.61
green,Bronx,Bronx,7,Sunday,9,11.5
green,Bronx,Bronx,7,Sunday,10,11.79
green,Bronx,Bronx,7,Sunday,11,11.38
green,Bronx,Bronx,7,Sunday,12,11.62
green,Bronx,Bronx,7,Sunday,13,12.08
green,Bronx,Bronx,7,Sunday,14,12.37
green,Bronx,Bronx,7,Sunday,15,12.2
green,Bronx,Bronx,7,Sunday,16,11.97
green,Bronx,Bronx,7,Sunday,17,12.19
green,Bronx,Bronx,7,Sunday,18,11.83
green,Bronx,Bronx,7,Sunday,19,11.91
green,Bronx,Bronx,7,Sunday,20,12.36
green,Bronx,Bronx,7,Sunday,21,11.74
green,Bronx,Bronx,7,Sunday,22,11.4
green,Bronx,Bronx,7,Sunday,23,11.38
green,Bronx,Bronx,7,Thursday,0,10.66
green,Bronx,Bronx,7,Thursday,1,10.68
green,Bronx,Bronx,7,Thursday,2,9.95
green,Bronx,Bronx,7,Thursday,3,10.36
green,Bronx,Bronx,7,Thursday,4,11.54
green,Bronx,Bronx,7,Thursday,5,11.89
green,Bronx,Bronx,7,Thursday,6,11.18
green,Bronx,Bronx,7,Thursday,7,11.11
green,Bronx,Bronx,7,Thursday,8,10.98
green,Bronx,Bronx,7,Thursday,9,11.1
green,Bronx,Bronx,7,Thursday,10,11.56
green,Bronx,Bronx,7,Thursday,11,12.17
green,Bronx,Bronx,7,Thursday,12,11.9
green,Bronx,Bronx,7,Thursday,13,12.33
green,Bronx,Bronx,7,Thursday,14,11.72
